,balance,equity
0,1003.91027692,1000.0
60,1008.48854238,1003.4686769199999
120,1008.2926316,1008.48854238
180,1008.2926316,1009.1781316
240,1008.2926316,1003.5316316000001
300,1008.2926316,1005.0013316
360,1008.2926316,1000.8130315999999
420,1008.2926316,1005.3555316
480,1008.2926316,1006.9977316
540,1008.2926316,1008.5341316
600,1008.2926316,1010.8686316000001
660,1012.27175258,1011.9243316
720,1012.27175258,1013.6586525799999
780,1012.27175258,1012.67655258
840,1012.27175258,1013.01005258
900,1012.27175258,1011.3195525799999
960,1016.26139652,1015.85055258
1020,1016.26139652,1016.11879652
1080,1021.76507066,1018.2048965199999
1140,1021.76507066,1021.76507066
1200,1021.76507066,1021.76507066
1260,1021.76507066,1021.76507066
1320,1021.76507066,1021.76507066
1380,1021.76507066,1021.76507066
1440,1021.76507066,1021.76507066
1500,1021.76507066,1021.76507066
1560,1021.76507066,1021.76507066
1620,1021.76507066,1021.76507066
1680,1021.76507066,1021.76507066
1740,1021.76507066,1021.76507066
1800,1021.76507066,1021.76507066
1860,1021.76507066,1021.76507066
1920,1021.76507066,1021.76507066
1980,1021.76507066,1021.76507066
2040,1021.76507066,1021.76507066
2100,1021.56575242,1021.76507066
2160,1026.72075282,1025.7567524199999
2220,1031.1160633,1026.76695282
2280,1030.9160274199999,1031.1160633
2340,1030.9160274199999,1028.43222742
2400,1030.9160274199999,1027.66222742
2460,1030.9160274199999,1028.45422742
2520,1030.9160274199999,1021.3944274199999
2580,1030.9160274199999,1025.54802742
2640,1030.9160274199999,1021.4010274199999
2700,1030.9160274199999,1017.30462742
2760,1030.9160274199999,1023.7066274199999
2820,1030.9160274199999,1021.13262742
2880,1030.9160274199999,1021.8058274199999
2940,1030.9160274199999,1024.6416274199998
3000,1030.9160274199999,1029.0020274199999
3060,1030.9160274199999,1027.80962742
3120,1030.9160274199999,1027.11662742
3180,1030.9160274199999,1024.36222742
3240,1030.9160274199999,1025.72622742
3300,1030.9160274199999,1027.9966274199999
3360,1030.9160274199999,1022.26342742
3420,1030.9160274199999,1025.99242742
3480,1030.9160274199999,1028.4586274199999
3540,1030.9160274199999,1025.12562742
3600,1123.0426845599998,989.60222742
3660,1123.0426845599998,1123.4508845599996
3720,1123.0426845599998,1119.6574845599998
3780,1127.5450062799998,1113.9816845599998
3840,1136.7448681199996,1131.4398062799999
3900,1136.7448681199996,1136.2508681199997
3960,1136.7448681199996,1131.9972681199997
4020,1136.7448681199996,1117.9702681199997
4080,1136.7448681199996,1125.9418681199995
4140,1136.7448681199996,1128.0062681199997
4200,1136.7448681199996,1133.3570681199997
4260,1136.7448681199996,1129.9198681199996
4320,1136.7448681199996,1130.7544681199995
4380,1136.7448681199996,1131.9166681199997
4440,1136.7448681199996,1128.1622681199997
4500,1136.7448681199996,1138.8924681199996
4560,1136.7448681199996,1137.9928681199997
4620,1141.2951114799996,1138.8222681199998
4680,1141.2951114799996,1141.9633114799994
4740,1141.2951114799996,1141.8073114799995
4800,1141.2951114799996,1133.2481114799996
4860,1141.2951114799996,1134.0463114799995
4920,1141.2951114799996,1137.1923114799995
4980,1141.2951114799996,1139.6389114799995
5040,1145.8575139999996,1142.0023114799994
5100,1152.8436583599994,1149.8303139999994
5160,1157.7457550399993,1152.8436583599994
5220,1157.7457550399993,1157.7457550399993
5280,1157.7457550399993,1157.7457550399993
5340,1157.7457550399993,1157.7457550399993
5400,1157.7457550399993,1157.7457550399993
5460,1157.7457550399993,1157.7457550399993
5520,1157.7457550399993,1157.7457550399993
5580,1157.7457550399993,1157.7457550399993
5640,1157.7457550399993,1157.7457550399993
5700,1157.5251305399993,1157.7457550399993
5760,1157.5251305399993,1158.9376305399992
5820,1157.5251305399993,1160.0801305399991
5880,1157.5251305399993,1148.4026305399993
5940,1157.5251305399993,1142.6526305399993
6000,1157.5251305399993,1141.9026305399993
6060,1157.5251305399993,1143.2126305399993
6120,1157.5251305399993,1146.1526305399993
6180,1157.5251305399993,1152.2926305399992
6240,1157.5251305399993,1149.2301305399992
6300,1157.5251305399993,1153.6376305399992
6360,1157.5251305399993,1157.9976305399994
6420,1157.5251305399993,1146.6001305399993
6480,1157.5251305399993,1148.7976305399993
6540,1157.5251305399993,1151.1526305399993
6600,1157.5251305399993,1156.1551305399992
6660,1157.5251305399993,1143.9076305399992
6720,1157.5251305399993,1143.6551305399992
6780,1157.5251305399993,1137.2526305399992
6840,1157.5251305399993,1144.8026305399992
6900,1157.5251305399993,1144.0726305399994
6960,1162.0007147599993,1144.8626305399994
7020,1162.0007147599993,1164.9595147599991
7080,1166.629321079999,1164.9439147599992
7140,1173.328764999999,1170.690521079999
7200,1173.100003999999,1173.328764999999
7260,1173.100003999999,1175.572603999999
7320,1173.100003999999,1172.520203999999
7380,1173.100003999999,1171.238403999999
7440,1173.100003999999,1171.5660039999989
7500,1173.100003999999,1169.811003999999
7560,1173.100003999999,1165.237603999999
7620,1173.100003999999,1160.414603999999
7680,1173.100003999999,1164.715003999999
7740,1173.100003999999,1165.027003999999
7800,1173.100003999999,1165.310403999999
7860,1173.100003999999,1165.110203999999
7920,1173.100003999999,1165.024403999999
7980,1173.100003999999,1164.348403999999
8040,1173.100003999999,1166.204803999999
8100,1173.100003999999,1169.031003999999
8160,1173.100003999999,1170.2192039999989
8220,1173.100003999999,1169.592603999999
8280,1173.100003999999,1172.408403999999
8340,1173.100003999999,1173.809803999999
8400,1173.100003999999,1171.750603999999
8460,1173.100003999999,1167.627003999999
8520,1173.100003999999,1170.4792039999988
8580,1173.100003999999,1169.410603999999
8640,1177.976621719999,1172.684003999999
8700,1177.747492039999,1177.976621719999
8760,1177.747492039999,1175.9222920399989
8820,1177.747492039999,1175.113692039999
8880,1177.747492039999,1174.804292039999
8940,1177.747492039999,1176.983092039999
9000,1177.747492039999,1173.571892039999
9060,1177.747492039999,1177.708492039999
9120,1177.747492039999,1178.584692039999
9180,1177.747492039999,1177.115692039999
9240,1177.747492039999,1174.489692039999
9300,1177.747492039999,1176.0054920399991
9360,1177.747492039999,1177.617492039999
9420,1184.222421279999,1178.368892039999
9480,1184.222421279999,1184.222421279999
9540,1183.992135119999,1184.222421279999
9600,1183.992135119999,1179.1639351199988
9660,1183.992135119999,1174.0757351199989
9720,1183.992135119999,1179.1613351199987
9780,1183.992135119999,1179.2185351199987
9840,1183.992135119999,1183.071735119999
9900,1183.992135119999,1180.1883351199988
9960,1183.992135119999,1182.0395351199988
10020,1183.992135119999,1173.2333351199989
10080,1183.992135119999,1174.039335119999
10140,1183.992135119999,1167.942335119999
10200,1183.992135119999,1168.550735119999
10260,1183.992135119999,1158.7851351199988
10320,1183.992135119999,1163.6861351199989
10380,1183.992135119999,1166.1119351199989
10440,1183.992135119999,1167.2455351199987
10500,1183.992135119999,1174.5333351199988
10560,1183.992135119999,1175.648735119999
10620,1183.992135119999,1173.6909351199988
10680,1183.992135119999,1170.0223351199988
10740,1188.901020919999,1179.4707351199988
10800,1188.901020919999,1188.901020919999
10860,1188.901020919999,1188.901020919999
10920,1188.901020919999,1188.901020919999
10980,1200.5410659599988,1188.901020919999
11040,1200.5410659599988,1200.5410659599988
11100,1200.5410659599988,1200.5410659599988
11160,1200.5410659599988,1200.5410659599988
11220,1200.5410659599988,1200.5410659599988
11280,1200.5410659599988,1200.5410659599988
11340,1200.5410659599988,1200.5410659599988
11400,1200.5410659599988,1200.5410659599988
11460,1200.5410659599988,1200.5410659599988
11520,1200.5410659599988,1200.5410659599988
11580,1205.8339754599988,1200.5410659599988
11640,1205.8339754599988,1205.8339754599988
11700,1205.8339754599988,1205.8339754599988
11760,1205.8339754599988,1205.8339754599988
11820,1205.6008384599988,1205.8339754599988
11880,1210.5691609599987,1208.6133384599989
11940,1210.5691609599987,1210.5691609599987
12000,1210.3354599599986,1210.5691609599987
12060,1210.3354599599986,1207.1854599599985
12120,1210.3354599599986,1204.3979599599986
12180,1210.3354599599986,1203.2379599599988
12240,1215.1617814599986,1208.1829599599987
12300,1219.9703614599987,1206.6342814599986
12360,1219.9703614599987,1221.7378614599988
12420,1224.7237819599986,1214.7378614599988
12480,1224.7237819599986,1226.3212819599985
12540,1224.7237819599986,1226.9312819599986
12600,1224.7237819599986,1221.1837819599984
12660,1224.7237819599986,1220.7312819599986
12720,1224.7237819599986,1226.2087819599985
12780,1244.1268671599985,1221.7962819599984
12840,1244.1268671599985,1205.2282671599985
12900,1244.1268671599985,1226.4260671599984
12960,1244.1268671599985,1223.5738671599984
13020,1244.1268671599985,1216.9854671599985
13080,1244.1268671599985,1219.5828671599984
13140,1244.1268671599985,1219.8506671599985
13200,1244.1268671599985,1224.7282671599985
13260,1244.1268671599985,1220.5864671599984
13320,1244.1268671599985,1220.3342671599985
13380,1244.1268671599985,1221.4860671599984
13440,1244.1268671599985,1215.5086671599986
13500,1244.1268671599985,1206.6062671599984
13560,1244.1268671599985,1213.1010671599984
13620,1244.1268671599985,1209.7782671599984
13680,1244.1268671599985,1209.9628671599985
13740,1244.1268671599985,1180.0134671599985
13800,1244.1268671599985,1198.4968671599986
13860,1244.1268671599985,1190.4056671599985
13920,1244.1268671599985,1208.8968671599985
13980,1244.1268671599985,1203.9854671599985
14040,1244.1268671599985,1231.6546671599986
14100,1244.1268671599985,1233.6852671599986
14160,1244.1268671599985,1230.8252671599985
14220,1244.1268671599985,1219.9052671599986
14280,1244.1268671599985,1221.5068671599986
14340,1249.3237299999985,1243.7394671599984
14400,1249.3237299999985,1249.3237299999985
14460,1249.3237299999985,1249.3237299999985
14520,1249.3237299999985,1249.3237299999985
14580,1249.0823283199984,1249.3237299999985
14640,1249.0823283199984,1249.6725283199983
14700,1249.0823283199984,1248.4245283199982
14760,1249.0823283199984,1240.5257283199985
14820,1249.0823283199984,1237.0079283199984
14880,1249.0823283199984,1241.1913283199983
14940,1249.0823283199984,1245.0419283199983
15000,1254.2270491999984,1244.7299283199984
15060,1254.2270491999984,1254.2270491999984
15120,1254.2270491999984,1254.2270491999984
15180,1254.2270491999984,1254.2270491999984
15240,1254.2270491999984,1254.2270491999984
15300,1253.9821567599984,1254.2270491999984
15360,1253.9821567599984,1243.9851567599983
15420,1253.9821567599984,1227.8365567599983
15480,1253.9821567599984,1237.3239567599985
15540,1253.9821567599984,1239.7445567599984
15600,1253.9821567599984,1246.0573567599986
15660,1253.9821567599984,1233.5279567599985
15720,1253.9821567599984,1229.5759567599985
15780,1253.9821567599984,1236.0811567599983
15840,1253.9821567599984,1234.3053567599984
15900,1253.9821567599984,1234.0011567599984
15960,1253.9821567599984,1230.0257567599986
16020,1253.9821567599984,1228.0549567599985
16080,1253.9821567599984,1226.0061567599982
16140,1253.9821567599984,1224.0353567599984
16200,1253.9821567599984,1230.7927567599986
16260,1253.9821567599984,1228.5307567599984
16320,1253.9821567599984,1225.1897567599985
16380,1253.9821567599984,1220.8217567599986
16440,1253.9821567599984,1225.5095567599983
16500,1253.9821567599984,1227.6181567599983
16560,1253.9821567599984,1225.3925567599983
16620,1253.9821567599984,1222.5091567599984
16680,1253.9821567599984,1220.4499567599985
16740,1253.9821567599984,1211.5345567599984
16800,1253.4080078599984,1184.0759567599985
16860,1253.4080078599984,1136.557507859998
16920,1253.4080078599984,1141.7445078599978
16980,1253.4080078599984,1117.5021078599984
17040,1253.4080078599984,1123.7811078599984
17100,1253.4080078599984,1139.3694078599979
17160,1251.7874088199985,1111.3141078599983
17220,1251.7874088199985,1093.141308819996
17280,1251.7874088199985,1174.7868088199962
17340,1251.7874088199985,1179.7110088199966
17400,1251.7874088199985,1114.9889088199973
17460,1251.7874088199985,1100.9521088199956
17520,1251.7874088199985,1113.3475088199964
17580,1251.7874088199985,1168.8721088199957
17640,1259.6121825956156,1248.7064088199973
17700,1262.0587288058628,1260.877633819996
17760,1262.0587288058628,1264.641340819996
17820,1262.0587288058628,1271.0025408199963
17880,1262.0587288058628,1240.3197408199965
17940,1262.0587288058628,1224.098140819996
18000,1262.0587288058628,1211.0625408199962
18060,1262.0587288058628,1219.5189408199965
18120,1262.0587288058628,1226.0853408199962
18180,1262.0587288058628,1239.4665408199962
18240,1262.0587288058628,1271.8449408199965
18300,1262.0587288058628,1242.8685408199963
18360,1262.0587288058628,1241.1405408199962
18420,1262.0587288058628,1234.0773408199962
18480,1262.0587288058628,1226.2797408199965
18540,1262.0587288058628,1237.6737408199965
18600,1262.0587288058628,1246.065340819996
18660,1262.0587288058628,1244.672140819996
18720,1262.0587288058628,1234.898140819996
18780,1262.0587288058628,1221.9597408199963
18840,1262.0587288058628,1229.7357408199964
18900,1262.0587288058628,1226.6253408199962
18960,1262.0587288058628,1216.3653408199962
19020,1262.0587288058628,1208.6217408199964
19080,1262.0587288058628,1227.662140819996
19140,1262.0587288058628,1254.8025408199962
19200,1262.0587288058628,1255.6881408199959
19260,1262.0587288058628,1251.7569408199965
19320,1262.0587288058628,1256.973340819996
19380,1262.0587288058628,1239.2937408199964
19440,1262.0587288058628,1233.8073408199962
19500,1262.0587288058628,1226.733340819996
19560,1262.0587288058628,1240.1037408199963
19620,1262.0587288058628,1233.1917408199963
19680,1262.0587288058628,1244.6505408199962
19740,1262.0587288058628,1244.661340819996
19800,1262.0587288058628,1248.6681408199959
19860,1262.0587288058628,1239.6717408199963
19920,1262.0587288058628,1210.9545408199963
19980,1262.0587288058628,1200.6729408199965
20040,1262.0587288058628,1199.420140819996
20100,1262.0587288058628,1176.3945408199963
20160,1262.0587288058628,1116.9729408199967
20220,1262.0587288058628,1168.3269408199965
20280,1262.0587288058628,1173.6945408199963
20340,1262.0587288058628,1188.609340819996
20400,1262.0587288058628,1205.6301408199959
20460,1262.0587288058628,1205.781340819996
20520,1262.0587288058628,1222.6509408199965
20580,1262.0587288058628,1213.7517408199965
20640,1262.0587288058628,1222.4889408199965
20700,1262.0587288058628,1217.121340819996
20760,1262.0587288058628,1224.3789408199966
20820,1262.0587288058628,1203.8157408199963
20880,1262.0587288058628,1217.3157408199963
20940,1262.0587288058628,1217.8125408199962
21000,1262.0587288058628,1237.8141408199958
21060,1262.0587288058628,1169.8173408199962
21120,1262.0587288058628,1175.2605408199963
21180,1262.0587288058628,1202.5089408199965
21240,1281.904155859996,1222.2081408199958
21300,1281.655657759996,1281.904155859996
21360,1287.395026299996,1285.184957759996
21420,1287.395026299996,1287.035426299996
21480,1287.395026299996,1282.343226299996
21540,1287.395026299996,1278.938626299996
21600,1287.395026299996,1276.708526299996
21660,1287.395026299996,1279.2489262999961
21720,1287.395026299996,1277.424826299996
21780,1287.395026299996,1282.102526299996
21840,1287.395026299996,1287.595126299996
21900,1287.395026299996,1284.091926299996
21960,1287.395026299996,1282.462126299996
22020,1287.395026299996,1283.3756262999962
22080,1287.395026299996,1283.422026299996
22140,1292.449539539996,1291.927726299996
22200,1292.449539539996,1292.510439539996
22260,1292.449539539996,1290.4746395399961
22320,1297.7586373999961,1290.9502395399961
22380,1297.509098779996,1297.7586373999961
22440,1297.509098779996,1290.1111987799961
22500,1303.794852839996,1287.8201987799962
22560,1309.703346479996,1303.794852839996
22620,1309.444885679996,1309.703346479996
22680,1309.444885679996,1309.060885679996
22740,1309.444885679996,1308.040885679996
22800,1314.875252279996,1313.2818856799959
22860,1320.396113279996,1318.8202522799959
22920,1320.1366606799959,1320.396113279996
22980,1320.1366606799959,1319.971660679996
23040,1320.1366606799959,1317.4096606799958
