,minute,symbol,pnl,fee_paid,balance,qty,price,psize,pprice,type
0,65791,ETCUSDT,0.0,-0.042595115999999995,999.957404884,20.77,10.254,20.77,10.254,entry_initial_normal_long
1,65793,ETCUSDT,0.0,-0.010861760000000002,999.946543124,5.2,10.444,25.97,10.292043896804005,entry_trailing_cropped_long
2,65796,BCHUSDT,0.0,-0.04262422,999.903918904,0.503,423.7,0.503,423.7,entry_initial_normal_long
3,65801,BCHUSDT,0.0,-0.010850112,999.893068792,0.126,430.56,0.629,425.0741812400636,entry_trailing_cropped_long
4,66315,BCHUSDT,0.9722618441971391,-0.00402012,1000.8613105161971,-0.045,446.68,0.584,425.0741812400636,close_unstuck_long
5,66316,BCHUSDT,0.9812618441971386,-0.00402192,1001.8385504403943,-0.045,446.88,0.539,425.0741812400636,close_unstuck_long
6,66317,BCHUSDT,1.006011844197139,-0.00402687,1002.8405354145915,-0.045,447.43,0.494,425.0741812400636,close_unstuck_long
7,66317,ETCUSDT,0.0,-0.004008326,1002.8365270885915,1.91,10.493,27.88,10.305810975609758,entry_trailing_cropped_long
8,66356,BCHUSDT,0.99656184419714,-0.00402498,1003.8290639527887,-0.045,447.22,0.449,425.0741812400636,close_unstuck_long
9,66367,BCHUSDT,1.0114118441971394,-0.00402795,1004.8364478469858,-0.045,447.55,0.404,425.0741812400636,close_unstuck_long
10,66383,BCHUSDT,1.032561844197138,-0.00403218,1005.8649775111829,-0.045,448.02,0.359,425.0741812400636,close_unstuck_long
11,66384,BCHUSDT,1.0366118441971395,-0.00403299,1006.8975563653801,-0.045,448.11,0.314,425.0741812400636,close_unstuck_long
12,66385,BCHUSDT,1.0640618441971401,-0.00403848,1007.9575797295772,-0.045,448.72,0.269,425.0741812400636,close_unstuck_long
13,66386,BCHUSDT,1.0640618441971401,-0.00403848,1009.0176030937744,-0.045,448.72,0.224,425.0741812400636,close_unstuck_long
14,66387,BCHUSDT,1.0411118441971379,-0.00403389,1010.0546810479715,-0.045,448.21,0.179,425.0741812400636,close_unstuck_long
15,66388,BCHUSDT,1.1108618441971385,-0.0040478400000000005,1011.1614950521687,-0.045,449.76,0.134,425.0741812400636,close_unstuck_long
16,66389,BCHUSDT,1.1905118441971376,-0.0040637699999999995,1012.3479431263659,-0.045,451.53,0.089,425.0741812400636,close_unstuck_long
17,66390,ETCUSDT,0.5076591463414614,-0.00401774,1012.8515845327073,-1.9,10.573,25.98,10.305810975609758,close_unstuck_long
18,66391,ETCUSDT,0.5276672560975598,-0.00400113,1013.3752506588048,-1.89,10.585,24.09,10.305810975609758,close_unstuck_long
19,66392,ETCUSDT,0.5427872560975582,-0.004004154,1013.9140337609024,-1.89,10.593,22.2,10.305810975609758,close_unstuck_long
20,66393,ETCUSDT,0.535227256097559,-0.004002642000000001,1014.445258375,-1.89,10.589,20.31,10.305810975609758,close_unstuck_long
21,66394,ETCUSDT,0.5295572560975588,-0.004001508,1014.9708141230975,-1.89,10.586,18.42,10.305810975609758,close_unstuck_long
22,66395,ETCUSDT,0.5843672560975586,-0.00401247,1015.5511689091951,-1.89,10.615,16.53,10.305810975609758,close_unstuck_long
23,66397,ETCUSDT,0.49245914634145965,-0.0040147,1016.0396133555365,-1.9,10.565,14.63,10.305810975609758,close_unstuck_long
24,66398,ETCUSDT,0.48675914634145945,-0.00401356,1016.522358941878,-1.9,10.562,12.73,10.305810975609758,close_unstuck_long
25,66399,ETCUSDT,0.4848591463414605,-0.00401318,1017.0032049082195,-1.9,10.561,10.83,10.305810975609758,close_unstuck_long
26,66400,ETCUSDT,0.505759146341459,-0.004017359999999999,1017.5049466945609,-1.9,10.572,8.93,10.305810975609758,close_unstuck_long
27,66401,ETCUSDT,0.5333372560975567,-0.004002264,1018.0342816866585,-1.89,10.588,7.04,10.305810975609758,close_unstuck_long
28,66403,ETCUSDT,0.49245914634145965,-0.0040147,1018.5227261329999,-1.9,10.565,5.14,10.305810975609758,close_unstuck_long
29,71869,LTCUSDT,0.0,-0.043371476000000006,1018.4793546569999,3.242,66.89,3.242,66.89,entry_initial_normal_long
30,71872,LTCUSDT,0.0,-0.011076052000000001,1018.4682786049999,0.806,68.71,4.048,67.2523814229249,entry_trailing_cropped_long
31,71874,EOSUSDT,0.0,-0.0434112,1018.4248674049999,57.0,3.808,57.0,3.808,entry_initial_normal_long
32,71876,EOSUSDT,0.0,-0.011049840000000002,1018.4138175649998,14.9,3.708,71.9,3.7872767732962442,entry_trailing_cropped_long
33,71919,LTCUSDT,20.837560000000035,-0.058615040000000014,1039.1927625249998,-4.048,72.4,0.0,67.2523814229249,close_trailing_long
34,71920,EOSUSDT,0.0,-0.00109788,1039.1916646449997,1.4,3.921,73.3,3.7898308321964533,entry_trailing_cropped_long
35,72201,EOSUSDT,0.46268758526602977,-0.00138108,1039.6529711502658,-1.7,4.062,71.6,3.7898308321964533,close_unstuck_long
36,72253,EOSUSDT,0.0,-0.00129408,1039.6516770702658,1.6,4.044,73.2,3.795386442421667,entry_trailing_cropped_long
37,72834,EOSUSDT,0.34954304788316665,-0.00136034,1039.999859778149,-1.7,4.001,71.5,3.795386442421667,close_unstuck_long
38,72856,EOSUSDT,0.35294304788316627,-0.0013610200000000001,1040.351441806032,-1.7,4.003,69.8,3.795386442421667,close_unstuck_long
39,72857,EOSUSDT,0.3563430478831659,-0.0013617,1040.7064231539152,-1.7,4.005,68.1,3.795386442421667,close_unstuck_long
40,72864,EOSUSDT,0.3580430478831665,-0.0013620400000000001,1041.0631041617985,-1.7,4.006,66.4,3.795386442421667,close_unstuck_long
41,72865,EOSUSDT,0.3580430478831665,-0.0013620400000000001,1041.4197851696817,-1.7,4.006,64.7,3.795386442421667,close_unstuck_long
42,72867,EOSUSDT,0.36484304788316574,-0.0013633999999999999,1041.783264817565,-1.7,4.01,63.0,3.795386442421667,close_unstuck_long
43,72874,EOSUSDT,0.36484304788316574,-0.0013633999999999999,1042.1467444654481,-1.7,4.01,61.3,3.795386442421667,close_unstuck_long
44,72875,EOSUSDT,0.36484304788316574,-0.0013633999999999999,1042.5102241133313,-1.7,4.01,59.6,3.795386442421667,close_unstuck_long
45,72963,EOSUSDT,0.0,-0.010464280000000001,1042.4997598333314,13.1,3.994,72.7,3.831175130238395,entry_trailing_cropped_long
46,73006,EOSUSDT,0.27510227859472797,-0.0013576200000000001,1042.7735044919261,-1.7,3.993,71.0,3.831175130238395,close_unstuck_long
47,73007,EOSUSDT,0.27510227859472797,-0.0013576200000000001,1043.0472491505209,-1.7,3.993,69.3,3.831175130238395,close_unstuck_long
48,73008,EOSUSDT,0.27680227859472856,-0.00135796,1043.3226934691156,-1.7,3.994,67.6,3.831175130238395,close_unstuck_long
49,73009,EOSUSDT,0.281902278594728,-0.0013589799999999999,1043.6032367677103,-1.7,3.997,65.9,3.831175130238395,close_unstuck_long
50,73010,EOSUSDT,0.30740227859472746,-0.00136408,1043.909274966305,-1.7,4.012,64.2,3.831175130238395,close_unstuck_long
