,balance,equity
0,999.97430042,1000.0
60,999.97430042,1000.1217904199998
120,999.97430042,1000.2717204199998
180,999.9623502999999,1000.51285042
240,999.9423609199999,1001.0240602999999
300,999.93829732,1000.0104109199998
360,999.93829732,998.09827732
420,999.93829732,999.05444732
480,999.93829732,998.88862732
540,999.93829732,998.6547173199999
600,999.93829732,1000.7428073199998
660,999.93829732,999.5557373199999
720,999.93829732,999.45911732
780,998.9391873999999,999.6511673199999
840,998.9391873999999,999.8512774
900,998.9391873999999,998.3502073999999
960,998.9391873999999,1000.0949573999999
1020,998.9391873999999,1001.4107373999999
1080,998.9391873999999,1002.5511573999999
1140,998.9391873999999,1007.9914273999998
1200,997.908087816,1008.7683774
1260,997.908087816,1007.8832878159999
1320,997.908087816,1007.7005878159999
1380,997.908087816,1006.1795478160002
1440,1000.5644880445714,1006.9137378160001
1500,999.6330949045714,1012.0750999559999
1560,999.6330949045714,1012.110753476
1620,999.6330949045714,1012.5828734759999
1680,999.6330949045714,1013.416353476
1740,999.6330949045714,1015.910323476
1800,999.6330949045714,1016.0342034759998
1860,999.6330949045714,1017.869233476
1920,999.6330949045714,1025.397493476
1980,998.4644465845714,1023.9863134759999
2040,997.3129132145714,1027.6786151560002
2100,997.3129132145714,1027.559581786
2160,1014.234559006,1023.1366317860001
2220,1014.228942406,1021.873479006
2280,1019.8367470259999,1023.2016324059999
2340,1019.8186905059998,1017.762647026
2400,1019.8186905059998,1016.6068005059998
2460,1019.8122293459999,1017.2574605059998
2520,1019.8122293459999,1015.6903993459997
2580,1019.8054816859999,1015.0576293459999
2640,1019.8054816859999,1012.3465016859999
2700,1019.8054816859999,1011.940691686
2760,1019.8054816859999,1013.993111686
2820,1019.8054816859999,1014.165501686
2880,1019.8054816859999,1013.868711686
2940,1019.8054816859999,1016.8719816859998
3000,1019.8054816859999,1015.8988116859998
3060,1019.8054816859999,1015.499521686
3120,1019.8054816859999,1011.8424616859999
3180,1019.8054816859999,1014.2260316859998
3240,1019.8054816859999,1018.9550616859999
3300,1019.8054816859999,1017.9967116859999
3360,1019.8054816859999,1013.759361686
3420,1019.8054816859999,1018.2788416859999
3480,1019.8054816859999,1017.1151016859999
3540,1019.8054816859999,1015.4275616859999
3600,1032.839574724959,1003.8081216859999
3660,1032.839574724959,1017.6542900620001
3720,1032.839574724959,1003.2954900620001
3780,1032.837551124959,1003.8572900620002
3840,1030.352231492897,1017.4261664620002
3900,1030.349382932897,1016.0966167419999
3960,1030.349382932897,1018.1396681819997
4020,1030.346656372897,1013.4186681819998
4080,1030.346656372897,1015.3084416219999
4140,1031.3570534307626,1026.107841622
4200,1031.3541713987627,1030.6186394699996
4260,1031.3484256587626,1027.160157438
4320,1031.3484256587626,1025.202551698
4380,1031.3484256587626,1023.8605516979997
4440,1031.3484256587626,1018.7478716979997
4500,1031.3484256587626,1024.5097516979995
4560,1031.1437572912585,1025.6121716979999
4620,1031.1437572912585,1027.825077837999
4680,1030.1383208512586,1031.4678178379993
4740,1029.3866550752587,1032.0862113979995
4800,1029.3866550752587,1026.1015656219997
4860,1029.3866550752587,1026.376505622
4920,1029.3866550752587,1032.2129756219997
